"Acc_Index","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location-Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","1st_Po_of_Impact","Was_Vehicle_Left_Hand_Drive?","Journey_Purpose_of_Driver","Sex_of_Driver","Age_of_Driver","Age_Band_of_Driver","Engine_Capacity_(CC)","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type","Vehicle_IMD_Decile"
"2014120026477","2","1","0","18","0","2","0","0","0","0","1","1","6","1","15","3","-1","-1","-1","8","1",""
"2014120027380","1","9","0","18","0","2","0","0","0","0","4","1","2","2","29","6","2996","1","2","6","1",""
"2014120028181","1","1","0","18","0","0","0","0","0","0","1","1","2","1","30","6","-1","-1","-1","10","1",""
"2014120028181","2","9","0","18","0","0","0","0","0","0","2","1","6","2","46","8","1598","2","3","10","1",""
"2014120028928","1","9","0","18","0","6","0","0","3","0","1","1","6","2","21","5","1149","1","11","3","1",""
"2014120028928","2","9","0","18","0","1","0","0","3","0","1","1","2","1","22","5","1229","1","7","10","1",""
"2014120029305","1","9","0","7","9","5","0","0","2","10","1","1","6","1","38","7","1997","1","22","10","1",""
"2014120029853","1","9","0","18","0","0","1","0","0","0","1","1","6","1","72","10","2179","2","7","9","3",""
"2014120029853","2","9","0","18","0","0","0","0","1","3","2","1","6","1","32","6","1242","1","13","6","1",""
"2014120029853","3","9","0","9","0","0","0","0","0","0","0","1","6","1","45","7","1968","2","3","10","1",""
"2014120030023","1","1","0","5","0","1","0","0","0","0","1","1","6","2","33","6","-1","-1","-1","5","1",""
"2014120030023","2","9","0","18","0","1","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120030204","1","9","0","5","0","1","0","0","0","0","1","1","6","2","24","5","998","1","4","3","2",""
"2014120030204","2","1","0","9","4","1","0","0","0","0","1","1","4","1","12","3","-1","-1","-1","10","1",""
"2014120031222","1","8","0","9","0","6","1","0","0","0","3","1","6","1","52","8","1798","1","7","2","1",""
"2014120031222","2","19","0","18","0","1","1","0","0","0","1","1","6","1","38","7","2402","2","10","4","3",""
"2014120031243","1","9","0","18","0","4","0","0","1","9","3","1","6","1","24","5","973","1","13","4","1",""
"2014120031243","2","9","0","18","0","4","0","0","1","0","1","1","6","1","18","4","-1","-1","-1","9","1",""
"2014120031386","1","9","0","18","0","0","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120032372","1","1","0","18","0","8","0","0","0","0","4","1","2","1","35","6","-1","-1","-1","9","1",""
"2014120032372","2","9","0","7","0","6","0","0","0","0","1","1","6","1","33","6","1598","1","9","7","1",""
"2014120033357","1","9","0","9","0","1","0","0","0","0","0","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2014120033357","2","1","0","18","0","1","0","0","0","0","0","1","6","2","62","9","-1","-1","-1","6","1",""
"2014120033982","1","9","0","18","0","0","0","0","0","0","4","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2014120034385","1","9","0","18","0","4","0","0","0","0","1","1","1","2","45","7","1360","1","5","8","1",""
"2014120034385","2","1","0","18","0","8","0","0","0","0","4","1","1","2","20","4","-1","-1","-1","9","1",""
"2014120034445","1","19","0","18","0","0","0","0","0","0","1","1","1","1","24","5","2148","2","8","9","1",""
"2014120034445","2","9","0","4","0","0","0","0","0","0","2","1","6","1","69","10","1999","1","3","9","1",""
"2014120034620","1","9","0","9","0","8","0","0","0","0","3","1","6","1","75","10","1339","1","-1","10","2",""
"2014120034931","1","9","0","18","0","2","0","0","0","0","4","1","6","2","28","6","1997","2","10","5","2",""
"2014120034931","2","1","0","18","0","2","0","0","0","0","1","1","6","2","69","10","-1","-1","-1","9","1",""
"2014120036007","1","9","0","4","0","0","0","0","0","0","1","1","6","2","33","6","1339","1","2","10","1",""
"2014120036007","2","9","0","4","0","0","0","0","0","0","2","1","6","1","66","10","-1","-1","-1","5","3",""
"2014120036007","3","9","0","4","0","0","0","0","0","0","2","1","6","2","54","8","2204","2","9","9","3",""
"2014120036007","4","9","0","4","0","0","0","0","0","0","2","1","6","1","63","9","1968","2","-1","10","1",""
"2014120036155","1","9","0","7","0","6","0","0","0","0","1","1","6","1","59","9","1968","2","2","4","1",""
"2014120036155","2","1","0","18","0","1","0","0","0","0","4","1","2","2","41","7","-1","-1","-1","4","1",""
"2014120036172","1","1","0","3","0","1","0","0","0","0","1","1","2","2","27","6","-1","-1","-1","-1","-1",""
"2014120036172","2","9","0","9","0","1","0","0","0","0","3","1","6","1","26","6","2496","1","12","6","1",""
"2014120036644","1","9","0","3","0","4","0","0","0","0","2","1","1","2","55","8","1999","1","8","9","1",""
"2014120036644","2","9","0","4","0","4","0","0","0","0","1","1","6","2","47","8","1896","2","10","9","3",""
"2014120036781","1","9","0","18","0","0","0","0","0","0","1","1","2","2","25","5","-1","-1","-1","7","3",""
"2014120036781","2","9","0","7","0","0","0","0","0","0","4","1","6","2","39","7","1560","2","3","10","1",""
"2014120037712","1","9","0","9","0","1","0","0","0","0","4","1","3","2","55","8","1299","1","16","1","1",""
"2014120037712","2","1","0","18","0","1","0","0","0","0","1","1","2","1","20","4","-1","-1","-1","3","1",""
"2014120038857","1","9","0","18","0","0","1","0","1","4","1","1","1","2","22","5","1248","2","5","10","2",""
"2014120038934","1","9","0","4","0","0","0","0","0","0","2","1","1","2","18","4","1149","1","12","7","1",""
"2014120038934","2","9","0","4","0","0","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120039527","1","9","0","2","0","1","0","0","0","0","3","1","1","1","54","8","1798","1","7","9","1",""
"2014120039527","2","1","0","14","0","2","0","0","0","0","3","1","2","2","41","7","-1","-1","-1","8","1",""
"2014120040057","1","9","0","4","0","0","0","0","0","0","2","1","1","1","32","6","1686","2","4","9","2",""
"2014120040057","2","9","0","4","0","0","0","0","0","0","1","1","1","1","31","6","1900","2","16","10","1",""
"2014120040149","1","1","0","18","0","8","0","0","0","0","3","1","2","1","32","6","-1","-1","-1","3","1",""
"2014120040149","2","9","0","5","0","1","0","0","0","0","1","1","6","1","49","8","1242","1","12","9","2",""
"2014120040363","1","1","0","7","0","6","0","0","1","0","3","1","6","1","17","4","-1","-1","-1","2","1",""
"2014120040363","2","9","0","18","0","1","0","0","0","0","4","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120040411","1","9","0","18","0","4","0","0","0","0","1","1","6","1","50","8","-1","-1","-1","-1","-1",""
"2014120040411","2","1","0","18","0","4","0","0","0","0","2","1","2","1","23","5","-1","-1","-1","10","1",""
"2014120042687","1","9","0","17","0","8","5","0","0","0","3","1","6","2","21","5","1229","1","6","4","1",""
"2014120043086","1","1","0","18","0","8","0","0","0","0","1","1","2","1","65","9","-1","-1","-1","2","1",""
"2014120043086","2","9","0","8","0","8","0","0","0","0","0","1","2","1","43","7","1598","1","18","10","1",""
"2014120043701","1","9","0","7","0","1","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120043701","2","1","0","18","0","2","0","0","0","0","3","1","6","1","70","10","-1","-1","-1","9","1",""
"2014120044777","1","11","0","4","0","0","0","0","0","0","1","1","1","1","24","5","12400","2","3","-1","1",""
"2014120044777","2","1","0","12","4","0","0","0","0","0","3","1","4","1","12","3","-1","-1","-1","4","1",""
"2014120044878","1","19","0","18","0","0","0","0","0","0","0","1","1","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120044878","2","1","0","18","0","0","0","0","0","0","0","1","6","1","37","7","-1","-1","-1","9","2",""
"2014120044949","1","21","0","5","0","4","0","0","0","0","4","1","1","1","50","8","12740","2","1","8","1",""
"2014120044949","2","9","0","5","0","4","0","0","1","0","1","1","6","2","63","9","998","1","2","8","1",""
"2014120045694","1","19","0","1","0","0","0","0","0","0","0","1","1","1","48","8","1870","2","10","9","1",""
"2014120045759","1","9","0","18","0","1","0","0","0","0","1","1","1","1","53","8","-1","-1","-1","-1","-1",""
"2014120045759","2","1","0","18","0","1","0","0","0","0","1","1","6","2","25","5","-1","-1","-1","6","1",""
"2014120046149","1","9","0","18","0","1","0","0","0","0","1","1","6","1","25","5","1400","1","7","8","1",""
"2014120046149","2","9","0","9","0","6","0","0","0","0","3","1","6","2","56","9","1948","1","12","-1","3",""
"2014120046639","1","9","0","3","0","1","0","0","0","0","1","1","6","1","55","8","1124","1","11","9","2",""
"2014120046639","2","9","0","3","0","1","0","0","0","0","2","1","6","1","62","9","1796","1","12","10","2",""
"2014120046639","3","9","0","3","0","1","0","0","0","0","2","1","6","1","19","4","1390","1","9","2","1",""
"2014120046673","1","10","0","3","0","4","0","0","0","0","1","1","1","1","63","9","2198","2","1","3","1",""
"2014120046673","2","9","0","3","0","4","0","0","0","0","2","1","6","2","58","9","1388","1","7","9","3",""
"2014120047124","1","2","0","4","0","1","1","0","0","0","0","1","6","2","17","4","49","1","3","9","1",""
"2014120047556","1","9","0","18","0","0","0","0","0","0","0","1","1","1","41","7","1968","2","6","7","1",""
"2014120048115","1","9","0","18","0","0","1","0","0","0","3","1","6","2","44","7","505","1","11","4","1",""
"2014120048115","2","20","0","18","0","0","0","0","0","0","1","1","6","1","35","6","-1","-1","-1","3","1",""
"2014120048139","1","9","0","5","0","8","0","0","0","0","1","1","2","1","38","7","1461","2","1","9","1",""
"2014120048139","2","1","0","18","0","8","0","0","0","0","3","1","6","2","44","7","-1","-1","-1","4","1",""
"2014120048368","1","9","0","5","0","6","0","0","0","0","1","1","6","1","41","7","1951","2","13","2","1",""
"2014120048368","2","1","0","18","0","8","0","0","0","0","3","1","4","1","14","3","-1","-1","-1","9","1",""
"2014120048872","1","1","0","18","4","1","0","0","0","0","3","1","2","1","25","5","-1","-1","-1","9","1",""
"2014120048872","2","9","0","9","0","5","0","0","0","0","1","1","2","1","65","9","1995","1","7","9","3",""
"2014120048905","1","9","0","9","0","1","0","0","0","0","1","1","6","2","33","6","1686","2","9","9","1",""
"2014120048905","2","2","0","18","0","1","0","0","1","0","1","1","6","1","17","4","-1","-1","-1","4","1",""
"2014120049000","1","9","0","9","0","8","0","0","0","0","4","1","2","1","26","6","1968","2","5","2","1",""
"2014120049000","2","9","0","18","0","4","0","0","0","0","1","1","2","1","47","8","1398","1","14","4","1",""
"2014120049040","1","9","0","18","0","0","0","0","0","0","1","1","6","1","19","4","1910","2","6","7","1",""
"2014120049040","2","9","0","18","0","0","0","0","1","4","1","1","6","2","44","7","1199","1","15","9","1",""
"2014120049328","1","1","0","18","0","0","0","0","0","0","1","1","6","1","11","3","-1","-1","-1","8","1",""
"2014120049328","2","9","0","2","0","0","0","0","0","0","2","1","6","3","50","8","1560","2","7","-1","-1",""
"2014120049331","1","9","0","17","0","0","0","0","1","11","1","1","6","1","20","4","1796","1","11","7","3",""
"2014120049824","1","9","0","18","0","0","0","0","0","0","1","1","6","1","60","9","1598","1","6","7","3",""
"2014120049824","2","9","0","18","0","0","0","0","0","0","1","1","6","1","27","6","-1","-1","-1","2","1",""
"2014120050376","1","9","0","4","0","1","0","0","0","0","1","1","6","1","31","6","1598","1","14","2","1",""
"2014120050376","2","9","0","3","0","1","0","0","0","0","2","1","6","2","18","4","1248","2","5","8","3",""
"2014120051815","1","9","0","1","6","2","0","0","0","0","2","1","6","2","23","5","998","1","11","-1","-1",""
"2014120054190","1","9","0","6","0","0","0","0","0","0","3","1","6","1","55","8","2401","2","7","8","1",""
"2014120054190","2","1","0","15","0","0","0","0","0","0","1","1","6","1","30","6","-1","-1","-1","2","1",""
"2014120054314","1","8","0","9","0","6","0","0","0","0","1","1","6","1","33","6","1956","2","3","7","1",""
"2014120054314","2","19","0","18","0","1","0","0","0","0","1","1","6","1","19","4","1248","2","7","9","2",""
"2014120055746","1","1","0","4","0","0","0","0","0","0","4","1","2","2","53","8","-1","-1","-1","9","1",""
"2014120055746","2","9","0","4","0","0","0","0","0","0","4","1","2","2","28","6","-1","-1","-1","2","1",""
"2014120056070","1","9","0","5","0","1","0","0","0","0","1","1","6","1","25","5","1299","1","10","5","1",""
"2014120056070","2","2","0","18","0","1","1","0","1","0","3","1","2","1","57","9","49","1","3","6","1",""
"2014120056510","1","9","0","18","0","1","0","0","0","0","2","1","6","2","30","6","-1","-1","-1","-1","-1",""
"2014120056510","2","1","0","18","0","1","0","0","0","0","1","1","6","1","15","3","-1","-1","-1","7","1",""
"2014120057397","1","9","0","18","0","2","0","0","0","0","1","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120057397","2","1","0","18","0","2","0","0","0","0","1","1","6","1","14","3","-1","-1","-1","3","1",""
"2014120057533","1","9","0","9","0","6","0","0","0","0","1","1","6","2","21","5","1461","2","6","4","1",""
"2014120057533","2","9","0","18","0","8","0","0","0","0","4","1","6","1","26","6","1910","2","7","5","1",""
"2014120057912","1","11","0","17","0","0","0","0","0","0","4","1","1","1","29","6","-1","-1","-1","2","1",""
"2014120057912","2","9","0","16","0","0","0","0","0","0","3","1","6","2","33","6","1242","1","8","10","1",""
"2014120058853","1","9","0","9","0","8","0","0","0","0","1","1","1","1","47","8","2204","2","10","6","1",""
"2014120059530","1","9","0","9","0","1","0","0","0","0","1","1","6","2","24","5","1956","2","2","2","1",""
"2014120059530","2","1","0","10","0","1","0","0","0","0","3","1","6","2","27","6","-1","-1","-1","5","1",""
"2014120060040","1","9","0","7","0","1","0","0","0","0","1","1","2","1","44","7","1997","2","14","8","1",""
"2014120060040","2","9","0","9","0","1","0","0","0","0","3","1","2","2","53","8","1598","1","5","7","2",""
"2014120060407","1","9","0","5","0","4","0","0","0","0","1","1","6","3","-1","-1","1995","2","1","-1","-1",""
"2014120060407","2","9","0","3","0","4","0","0","0","0","0","1","6","2","21","5","1598","1","5","4","2",""
"2014120060679","1","9","0","4","0","1","0","0","0","0","2","1","6","2","35","6","1686","2","19","3","1",""
"2014120060679","2","9","0","4","0","1","0","0","0","0","1","1","6","2","24","5","973","1","16","4","1",""
"2014120061032","1","9","0","7","0","0","0","0","0","0","4","1","6","1","65","9","-1","-1","-1","10","1",""
"2014120061032","2","1","0","18","5","0","0","0","0","0","1","1","6","2","57","9","-1","-1","-1","9","1",""
"2014120061109","1","9","0","4","0","0","0","0","0","0","2","1","6","2","55","8","1598","1","2","8","1",""
"2014120061109","2","9","0","5","0","0","0","0","0","0","0","1","6","1","43","7","1399","2","8","3","1",""
"2014120061477","1","9","0","1","0","0","0","0","0","0","2","1","6","2","22","5","998","1","2","2","1",""
"2014120061477","2","1","0","18","0","0","0","0","0","0","4","1","6","1","56","9","-1","-1","-1","2","1",""
"2014120062597","1","9","0","3","0","0","0","0","0","0","2","1","6","1","51","8","2401","2","11","10","1",""
"2014120062597","2","9","0","18","0","0","0","0","0","0","1","1","6","1","19","4","1461","2","11","7","1",""
"2014120062642","1","9","0","3","0","1","0","0","0","0","2","1","6","1","68","10","-1","-1","-1","9","1",""
"2014120062642","2","9","0","4","0","1","0","0","0","0","1","1","6","2","50","8","2198","1","13","2","1",""
"2014120063466","1","11","0","5","0","0","0","0","0","0","0","1","1","1","67","10","6700","2","6","10","2",""
"2014120063798","1","1","0","16","4","1","0","0","0","0","3","1","1","1","29","6","-1","-1","-1","-1","-1",""
"2014120063798","2","21","0","5","0","1","0","0","0","0","2","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120064422","1","9","0","9","0","5","0","0","0","0","1","1","2","1","40","7","1749","1","10","-1","-1",""
"2014120064422","2","1","0","18","0","1","0","0","0","0","1","1","2","2","55","8","-1","-1","-1","9","1",""
"2014120066024","1","9","0","1","9","8","0","0","7","11","2","1","6","2","52","8","1364","1","8","1","1",""
"2014120066414","1","9","0","4","0","1","0","10","0","10","1","1","6","1","52","8","5439","1","9","8","1",""
"2014120066644","1","1","0","4","4","1","0","0","0","0","4","1","6","2","23","5","-1","-1","-1","8","1",""
"2014120066644","2","9","0","5","0","6","0","0","0","0","1","1","6","2","60","9","1998","1","10","10","1",""
"2014120066687","1","9","0","3","0","1","0","0","0","0","1","1","6","1","80","11","1968","2","1","-1","-1",""
"2014120066687","2","9","0","3","0","1","0","0","0","0","2","1","6","2","45","7","1149","1","12","3","1",""
"2014120066687","3","9","0","3","0","1","0","0","0","0","2","1","6","2","34","6","1498","1","9","7","1",""
"2014120066687","4","9","0","3","0","1","0","0","0","0","2","1","6","1","50","8","1598","1","14","1","1",""
"2014120066687","5","9","0","3","0","1","0","0","0","0","2","1","6","1","56","9","2499","2","11","5","2",""
"2014120067240","1","9","0","18","0","0","0","0","0","0","1","1","1","1","47","8","1998","1","5","10","2",""
"2014120067249","1","9","0","7","0","1","0","0","0","0","2","1","6","1","75","10","998","1","1","8","3",""
"2014120067249","2","1","0","18","0","1","0","0","0","0","1","1","6","1","39","7","-1","-1","-1","7","1",""
"2014120070650","1","22","0","18","0","1","0","0","0","0","3","1","6","2","44","7","-1","-1","-1","8","1",""
"2014120070650","2","9","0","1","0","5","0","0","0","0","2","1","6","1","73","10","1398","1","3","7","1",""
"2014120070911","1","4","0","4","0","5","1","0","1","3","1","1","6","2","47","8","498","1","17","8","1",""
"2014120071006","1","5","0","18","0","8","1","0","7","0","0","1","6","1","35","6","1078","1","5","10","1",""
"2014120072010","1","9","0","4","0","0","1","0","0","0","3","1","1","1","33","6","1598","1","11","10","1",""
"2014120072010","2","9","0","4","0","0","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120072010","3","9","0","4","0","0","1","0","0","0","2","1","1","2","31","6","2179","2","1","8","2",""
"2014120072010","4","9","0","4","0","0","1","0","0","0","1","1","1","1","26","6","1242","1","5","10","1",""
"2014120072952","1","9","0","18","0","4","0","0","0","0","1","1","2","1","34","6","1910","2","8","5","1",""
"2014120072952","2","1","0","18","0","8","0","0","0","0","2","1","6","2","56","9","-1","-1","-1","7","1",""
"2014120073072","1","9","0","4","0","0","0","0","0","0","2","1","1","2","41","7","1339","1","9","9","2",""
"2014120073072","2","9","0","4","0","0","0","0","0","0","2","1","6","1","59","9","1796","1","14","1","3",""
"2014120073072","3","9","0","4","0","0","0","0","0","0","2","1","6","2","47","8","1388","1","3","9","1",""
"2014120073072","4","9","0","4","0","0","0","0","0","0","1","1","6","2","51","8","1598","1","8","10","1",""
"2014120075346","1","21","1","18","0","0","0","0","0","0","1","1","1","1","60","9","12900","2","-1","7","2",""
"2014120076934","1","9","0","18","0","2","0","0","0","0","3","1","6","1","48","8","2488","2","1","7","1",""
"2014120076934","2","3","0","18","0","2","0","0","1","0","4","1","6","1","61","9","1037","1","-1","8","3",""
"2014120077072","1","9","0","9","0","6","1","0","0","0","0","1","2","2","22","5","-1","-1","-1","9","3",""
"2014120077072","2","19","0","18","0","1","1","0","1","1","3","1","2","1","46","8","1868","2","12","-1","1",""
"2014120077516","1","9","0","15","0","0","0","0","0","0","4","1","6","1","76","11","1997","2","13","9","2",""
"2014120077516","2","1","0","18","0","0","0","0","0","0","3","1","1","1","36","7","-1","-1","-1","10","1",""
"2014120078120","1","9","0","7","0","0","0","0","0","0","0","1","6","1","55","8","1560","2","7","2","1",""
"2014120078120","2","1","0","18","0","0","0","0","0","0","1","1","6","1","32","6","-1","-1","-1","3","1",""
"2014120078391","1","9","0","18","0","1","0","4","0","0","4","1","6","2","24","5","1975","1","12","5","1",""
"2014120078391","2","9","0","2","0","2","0","0","0","0","3","1","6","3","-1","-1","1798","5","10","3","1",""
"2014120078807","1","9","0","17","0","0","0","0","0","0","1","1","6","1","77","11","-1","-1","-1","10","2",""
"2014120078807","2","5","0","16","0","0","1","0","7","0","1","1","6","1","26","6","1170","1","-1","7","3",""
"2014120078918","1","11","0","18","0","0","0","0","0","0","0","1","6","1","28","6","-1","-1","-1","-1","1",""
"2014120078935","1","1","0","5","0","1","0","0","0","0","3","1","6","1","18","4","-1","-1","-1","8","3",""
"2014120078935","2","9","0","14","0","1","0","0","0","0","4","1","6","3","30","6","-1","-1","-1","-1","-1",""
"2014120079684","1","19","0","18","0","0","0","0","0","0","4","1","6","1","20","4","-1","-1","-1","-1","-1",""
"2014120079701","1","5","0","13","0","1","0","0","7","0","1","1","6","1","32","6","849","1","18","10","3",""
"2014120079701","2","9","0","9","0","2","0","0","0","0","3","1","6","1","27","6","1242","1","7","1","1",""
"2014120081931","1","19","0","9","0","8","0","0","0","0","4","1","1","1","50","8","1753","2","6","3","1",""
"2014120081931","2","1","0","18","0","1","0","0","0","0","3","1","4","1","14","3","-1","-1","-1","-1","1",""
"2014120083317","1","9","0","1","0","0","0","0","0","0","2","1","1","1","26","6","-1","-1","-1","7","3",""
"2014120083317","2","1","0","9","0","0","0","0","0","0","3","1","6","1","30","6","-1","-1","-1","-1","-1",""
"2014120083364","1","19","0","15","0","0","0","0","7","0","0","1","3","1","36","7","1870","2","9","2","1",""
"2014120083364","2","11","0","18","0","0","0","0","0","0","0","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2014120083978","1","2","0","18","0","0","0","0","0","0","1","1","1","1","33","6","125","1","2","6","1",""
"2014120083978","2","1","0","18","0","0","0","0","0","0","2","1","6","1","37","7","-1","-1","-1","8","1",""
"2014120084801","1","1","0","14","0","8","0","0","0","0","0","1","6","1","50","8","-1","-1","-1","6","1",""
"2014120084916","1","9","0","13","0","0","0","0","7","0","1","1","6","1","65","9","-1","-1","-1","8","3",""
"2014120084916","2","17","4","9","0","0","0","0","7","11","3","1","1","1","36","7","-1","2","5","10","1",""
"2014120085050","1","9","0","18","0","3","0","0","0","0","2","1","2","2","31","6","1587","1","8","3","1",""
"2014120085050","2","19","0","18","0","3","0","0","0","0","1","1","1","1","40","7","2148","2","5","1","1",""
"2014120085102","1","9","0","18","0","1","0","0","0","0","3","1","6","1","69","10","1560","2","-1","10","2",""
"2014120085368","1","2","0","18","0","3","0","0","0","0","0","1","6","1","22","5","49","1","11","8","1",""
"2014120085822","1","1","0","18","0","0","0","0","0","0","1","1","6","1","26","6","-1","-1","-1","6","1",""
"2014120085822","2","9","0","18","0","0","0","0","0","0","4","1","6","1","31","6","-1","-1","-1","9","1",""
"2014120086334","1","1","0","18","0","0","0","0","0","0","0","1","6","1","23","5","-1","-1","-1","8","1",""
"2014120086334","2","9","0","18","0","0","0","0","0","0","0","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2014120086559","1","1","0","18","0","0","0","0","0","0","0","1","2","2","18","4","-1","-1","-1","10","1",""
"2014120086827","1","9","0","3","0","0","0","0","0","0","2","1","6","1","51","8","2688","2","10","8","1",""
"2014120086827","2","9","0","4","0","0","0","0","0","0","1","1","6","1","51","8","1731","1","17","9","2",""
"2014120087525","1","3","0","13","0","0","0","0","0","0","4","1","6","1","18","4","125","1","-1","4","1",""
"2014120087525","2","19","5","9","0","0","0","0","0","0","3","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120087525","3","19","5","10","0","0","0","0","0","0","3","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120087724","1","9","0","4","0","1","0","0","0","0","2","1","6","2","25","5","1560","2","1","9","2",""
"2014120087724","2","9","0","18","0","1","0","0","0","0","1","1","6","1","19","4","1229","1","4","3","1",""
"2014120088374","1","9","0","18","0","2","0","0","0","0","1","1","6","1","32","6","-1","-1","-1","8","2",""
"2014120088374","2","9","0","18","0","2","0","0","0","0","1","1","6","1","23","5","-1","-1","-1","-1","-1",""
"2014120088374","3","9","0","4","0","2","0","0","0","0","2","1","6","1","47","8","1560","2","2","3","1",""
"2014120088374","4","9","0","4","0","2","0","0","0","0","2","1","6","1","50","8","1968","2","3","7","3",""
"2014120089004","1","5","0","14","0","0","0","0","7","10","1","1","6","1","55","8","-1","-1","-1","-1","-1",""
"2014120089004","2","9","0","3","0","0","0","0","0","0","3","1","6","1","69","10","2198","1","8","9","3",""
"2014120089004","3","9","0","18","0","0","0","0","0","0","1","1","2","1","25","5","1242","1","10","10","1",""
"2014120089815","1","9","0","9","0","4","0","0","0","0","1","1","2","2","52","8","1364","1","7","6","1",""
"2014120089815","2","1","0","18","0","4","0","0","0","0","4","1","2","1","43","7","-1","-1","-1","10","1",""
"2014120090346","1","2","0","18","0","0","1","0","0","0","1","1","4","1","16","4","49","1","3","7","3",""
"2014120090346","2","19","0","6","0","0","0","0","0","0","2","1","1","1","30","6","1868","2","7","3","1",""
"2014120090421","1","9","0","9","0","1","0","0","0","0","1","1","6","1","23","5","-1","-1","-1","9","1",""
"2014120090421","2","3","0","18","0","1","0","0","0","0","2","1","6","2","51","8","-1","-1","-1","9","1",""
"2014120091491","1","9","0","10","0","1","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2014120091491","2","9","0","2","0","2","0","0","0","0","3","1","6","1","30","6","-1","-1","-1","6","1",""
"2014120091491","3","1","0","9","0","1","0","4","0","0","1","1","6","1","23","5","-1","-1","-1","9","1",""
"2014120092533","1","9","0","5","0","1","0","0","0","0","1","1","6","1","49","8","1498","1","8","3","1",""
"2014120092533","2","1","0","18","0","8","0","0","0","0","3","1","6","2","40","7","-1","-1","-1","9","1",""
"2014120094031","1","9","0","4","0","0","0","0","0","0","2","1","2","1","50","8","-1","-1","-1","-1","-1",""
"2014120094031","2","19","0","18","0","0","0","0","0","0","1","1","1","1","42","7","-1","-1","-1","1","2",""
"2014120094128","1","5","0","18","0","0","0","0","0","0","4","1","2","1","25","5","749","1","17","9","1",""
"2014120094128","2","9","0","5","0","0","0","0","0","0","1","1","6","2","18","4","1598","1","10","10","1",""
"2014120094938","1","9","0","2","7","2","0","0","0","0","2","1","3","2","44","7","2993","2","3","8","3",""
"2014120094938","2","9","0","18","0","1","0","0","0","0","4","1","2","1","48","8","1968","2","6","9","2",""
"2014120094938","3","1","0","18","4","1","0","0","0","0","3","1","1","2","20","4","-1","-1","-1","-1","-1",""
"2014120095831","1","19","0","18","0","1","0","0","0","0","4","1","6","1","45","7","1998","2","13","3","1",""
"2014120095831","2","9","0","18","0","6","0","0","0","0","1","1","6","1","20","4","1124","1","13","3","1",""
"2014120096795","1","9","0","18","0","0","0","0","0","0","1","1","6","1","27","6","1798","8","-1","-1","1",""
"2014120098640","1","8","0","18","0","8","0","0","0","0","1","1","1","1","46","8","1997","2","10","6","1",""
"2014120098640","2","1","0","5","9","6","0","0","0","0","1","1","2","2","18","4","-1","-1","-1","10","1",""
"2014120099972","1","9","0","9","0","6","0","0","0","0","1","1","6","2","30","6","2179","2","12","3","1",""
"2014120099972","2","1","0","18","0","5","0","0","0","0","2","1","6","2","29","6","-1","-1","-1","2","1",""
"2014120100278","1","21","0","18","0","0","0","0","0","0","1","1","1","1","46","8","5900","2","4","9","1",""
"2014120100278","2","1","0","18","0","0","0","0","0","0","2","1","1","2","22","5","-1","-1","-1","6","1",""
"2014120101844","1","5","0","18","0","8","1","10","0","0","4","1","6","1","44","7","781","1","11","3","2",""
"2014120102027","1","9","0","18","0","4","0","0","0","0","3","1","6","1","89","11","1590","1","10","8","1",""
"2014120102027","2","1","0","18","0","4","0","0","0","0","1","1","6","2","16","4","-1","-1","-1","6","1",""
"2014120102180","1","5","0","18","0","0","1","0","0","0","0","1","6","2","46","8","1584","1","7","10","2",""
"2014120102638","1","9","0","18","9","0","0","0","1","0","1","1","6","1","43","7","1793","1","11","7","1",""
"2014120103303","1","9","0","7","0","8","0","0","0","0","4","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2014120103303","2","1","0","18","4","4","0","0","0","0","1","1","2","1","36","7","-1","-1","-1","2","1",""
"2014120103494","1","9","0","5","0","8","0","0","0","0","4","1","6","1","46","8","1242","1","15","2","1",""
